Matchday,Home Team,Away Team,Player,Foul,Card,Time,Stoppage
9,Aston Villa,West Bromwich Albion,Billy Jones,Reckless challenge,Yellow,20,
9,Aston Villa,West Bromwich Albion,Chris Herd,Reckless challenge,Red,35,
9,Aston Villa,West Bromwich Albion,Paul Scharner,Excessive celebration,Yellow,57,
9,Aston Villa,West Bromwich Albion,Shay Given,Unknown,Yellow,66,
9,Aston Villa,West Bromwich Albion,Youssouf Mulumbu,Reckless challenge,Yellow,67,
9,Blackburn Rovers,Tottenham Hotspur,Steven N'Zonzi,Reckless challenge,Yellow,55,
9,Blackburn Rovers,Tottenham Hotspur,Jason Lowe,Reckless challenge,Yellow,63,
9,Blackburn Rovers,Tottenham Hotspur,Danny Rose,Reckless challenge,Yellow,75,
9,Blackburn Rovers,Tottenham Hotspur,Jason Roberts,Dissent,Yellow,80,
9,Blackburn Rovers,Tottenham Hotspur,Yakubu,Reckless challenge,Yellow,90,
9,Bolton Wanderers,Sunderland,Michael Turner,Reckless challenge,Yellow,12,
9,Bolton Wanderers,Sunderland,Stéphane Sessègnon,Reckless challenge,Yellow,20,
9,Bolton Wanderers,Sunderland,Jack Colback,Reckless challenge,Yellow,67,
9,Fulham,Everton,Sylvain Distin,Reckless challenge,Yellow,49,
9,Fulham,Everton,Andrew Johnson,Reckless challenge,Yellow,54,
9,Fulham,Everton,Steve Sidwell,Reckless challenge,Yellow,72,
9,Fulham,Everton,Chris Baird,Reckless challenge,Yellow,90,2
9,Liverpool,Norwich City,Marc Tierney,Reckless challenge,Yellow,34,
9,Manchester United,Manchester City,Mario Balotelli,Excessive celebration,Yellow,22,
9,Manchester United,Manchester City,Vincent Kompany,Reckless challenge,Yellow,41,
9,Manchester United,Manchester City,Jonny Evans,Professional foul,Red,47,
9,Manchester United,Manchester City,Anderson,Reckless challenge,Yellow,62,
9,Manchester United,Manchester City,Patrice Evra,Reckless challenge,Yellow,67,
9,Manchester United,Manchester City,Chris Smalling,Reckless challenge,Yellow,79,
9,Manchester United,Manchester City,Danny Welbeck,Reckless challenge,Yellow,83,
9,Manchester United,Manchester City,Micah Richards,Reckless challenge,Yellow,86,
9,Newcastle United,Wigan Athletic,Yohan Cabaye,Reckless challenge,Yellow,22,
9,Newcastle United,Wigan Athletic,David Jones,Reckless challenge,Yellow,25,
9,Newcastle United,Wigan Athletic,Leon Best,Reckless challenge,Yellow,44,
9,Newcastle United,Wigan Athletic,Danny Simpson,Reckless challenge,Yellow,62,
9,Newcastle United,Wigan Athletic,Maynor Figueroa,Reckless challenge,Yellow,90,4
9,Queens Park Rangers,Chelsea,José Bosingwa,Professional foul,Red,33,
9,Queens Park Rangers,Chelsea,Didier Drogba,Serious foul play,Red,41,
9,Queens Park Rangers,Chelsea,John Obi Mikel,Reckless challenge,Yellow,50,
9,Queens Park Rangers,Chelsea,Frank Lampard,Off-ball infraction,Yellow,52,
9,Queens Park Rangers,Chelsea,Shaun Derry,Reckless challenge,Yellow,52,
9,Queens Park Rangers,Chelsea,Branislav Ivanović,Reckless challenge,Yellow,58,
9,Queens Park Rangers,Chelsea,Joey Barton,Off-ball infraction,Yellow,59,
9,Queens Park Rangers,Chelsea,David Luiz,Off-ball infraction,Yellow,70,
9,Queens Park Rangers,Chelsea,Raul Meireles,Off-ball infraction,Yellow,72,
9,Queens Park Rangers,Chelsea,Ashley Cole,Reckless challenge,Yellow,76,
9,Queens Park Rangers,Chelsea,John Terry,Unknown,Yellow,90,
9,Wolverhampton Wanderers,Swansea City,Richard Stearman,Reckless challenge,Yellow,47,
9,Wolverhampton Wanderers,Swansea City,Jamie O'Hara,Reckless challenge,Yellow,65,
10,Chelsea,Arsenal,Wojciech Szczęsny,Reckless challenge,Yellow,50,
10,Chelsea,Arsenal,Robin van Persie,Off-ball infraction,Yellow,78,
10,Chelsea,Arsenal,Branislav Ivanović,Off-ball infraction,Yellow,79,
10,Chelsea,Arsenal,Alexandre Song,Reckless challenge,Yellow,90,1
10,Chelsea,Arsenal,Raul Meireles,Dissent,Yellow,90,2
10,Everton,Manchester United,Jack Rodwell,Reckless challenge,Yellow,26,
10,Everton,Manchester United,Séamus Coleman,Reckless challenge,Yellow,66,
10,Everton,Manchester United,Marouane Fellaini,Reckless challenge,Yellow,90,5
10,Manchester City,Wolverhampton Wanderers,Gareth Barry,Reckless challenge,Yellow,20,
10,Manchester City,Wolverhampton Wanderers,Kevin Doyle,Reckless challenge,Yellow,51,
10,Manchester City,Wolverhampton Wanderers,Edin Džeko,Reckless challenge,Yellow,62,
10,Manchester City,Wolverhampton Wanderers,Vincent Kompany,Professional foul,Red,74,
10,Norwich City,Blackburn Rovers,Elliott Bennett,Reckless challenge,Yellow,24,
10,Norwich City,Blackburn Rovers,Leon Barnett,Reckless challenge,Yellow,64,
10,Norwich City,Blackburn Rovers,Jason Lowe,Delaying restart,Yellow,79,
10,Stoke City,Newcastle United,James Perch,Reckless challenge,Yellow,78,
10,Sunderland,Aston Villa,Phillip Bardsley,Reckless challenge,Yellow,67,
10,Sunderland,Aston Villa,Gabriel Agbonlahor,Reckless challenge,Yellow,74,
10,Sunderland,Aston Villa,Stephen Warnock,Reckless challenge,Yellow,87,
10,Sunderland,Aston Villa,Richard Dunne,Reckless challenge,Yellow,88,
10,Swansea City,Bolton Wanderers,Darren Pratley,Reckless challenge,Yellow,42,
10,Swansea City,Bolton Wanderers,Ricardo Gardner,Reckless challenge,Yellow,45,
10,Swansea City,Bolton Wanderers,Ricardo Gardner,Reckless challenge,Yellow/Red,48,
10,Swansea City,Bolton Wanderers,Leon Britton,Reckless challenge,Yellow,50,
10,Swansea City,Bolton Wanderers,Paul Robinson:1978-12-14,Reckless challenge,Yellow,59,
10,Swansea City,Bolton Wanderers,Mark Davies,Reckless challenge,Yellow,70,
10,Swansea City,Bolton Wanderers,Àngel Rangel,Reckless challenge,Yellow,82,
10,Swansea City,Bolton Wanderers,Mark Gower,Reckless challenge,Yellow,90,
10,West Bromwich Albion,Liverpool,Jonas Olsson,Reckless challenge,Yellow,35,
10,Wigan Athletic,Fulham,Zdeněk Grygera,Reckless challenge,Yellow,2,
10,Wigan Athletic,Fulham,Moussa Dembélé,Reckless challenge,Yellow,51,
10,Wigan Athletic,Fulham,Brede Hangeland,Reckless challenge,Yellow,59,
10,Wigan Athletic,Fulham,Gary Caldwell,Reckless challenge,Yellow,75,
10,Wigan Athletic,Fulham,Dickson Etuhu,Reckless challenge,Yellow,80,
10,Wigan Athletic,Fulham,Damien Duff,Reckless challenge,Yellow,90,1
10,Wigan Athletic,Fulham,Antolín Alcaraz,Reckless challenge,Yellow,90,
11,Aston Villa,Norwich City,Wes Hoolahan,Dissent,Yellow,33,
11,Aston Villa,Norwich City,Charles N'Zogbia,Reckless challenge,Yellow,34,
11,Aston Villa,Norwich City,Andrew Crofts,Reckless challenge,Yellow,45,1
11,Aston Villa,Norwich City,Leon Barnett,Reckless challenge,Yellow,45,2
11,Aston Villa,Norwich City,Anthony Pilkington,Dissent,Yellow,75,
11,Aston Villa,Norwich City,Grant Holt,Reckless challenge,Yellow,90,1
11,Blackburn Rovers,Chelsea,Jason Lowe,Reckless challenge,Yellow,55,
11,Blackburn Rovers,Chelsea,Grant Hanley,Reckless challenge,Yellow,70,
11,Blackburn Rovers,Chelsea,Gaël Givet,Dissent,Yellow,76,
11,Blackburn Rovers,Chelsea,Daniel Sturridge,Dissent,Yellow,76,
11,Blackburn Rovers,Chelsea,Morten Gamst Pedersen,Reckless challenge,Yellow,79,
11,Blackburn Rovers,Chelsea,Raul Meireles,Reckless challenge,Yellow,89,
11,Bolton Wanderers,Stoke City,Jonathan Walters,Reckless challenge,Yellow,76,
11,Fulham,Tottenham Hotspur,Younes Kaboul,Handball,Yellow,69,
11,Liverpool,Swansea City,Charlie Adam,Reckless challenge,Yellow,13,
11,Liverpool,Swansea City,Neil Taylor,Reckless challenge,Yellow,56,
11,Liverpool,Swansea City,Daniel Agger,Reckless challenge,Yellow,67,
11,Liverpool,Swansea City,Ashley Williams,Reckless challenge,Yellow,82,
11,Manchester United,Sunderland,Sebastian Larsson,Reckless challenge,Yellow,41,
11,Manchester United,Sunderland,Ji Dong-Won,Reckless challenge,Yellow,45,3
11,Newcastle United,Everton,Johnny Heitinga,Reckless challenge,Yellow,51,
11,Newcastle United,Everton,Leighton Baines,Reckless challenge,Yellow,65,
11,Newcastle United,Everton,Danny Guthrie,Reckless challenge,Yellow,79,
11,Newcastle United,Everton,Ryan Taylor,Handball,Yellow,81,
11,Newcastle United,Everton,Royston Drenthe,Reckless challenge,Yellow,83,
11,Queens Park Rangers,Manchester City,Mario Balotelli,Simulation,Yellow,78,
11,Queens Park Rangers,Manchester City,Joey Barton,Reckless challenge,Yellow,81,
11,Wolverhampton Wanderers,Wigan Athletic,Antolín Alcaraz,Reckless challenge,Yellow,26,
11,Wolverhampton Wanderers,Wigan Athletic,Stephen Hunt,Reckless challenge,Yellow,79,
11,Wolverhampton Wanderers,Wigan Athletic,Jamie O'Hara,Reckless challenge,Yellow,80,
12,Chelsea,Liverpool,Lucas Leiva,Reckless challenge,Yellow,29,
12,Chelsea,Liverpool,David Luiz,Reckless challenge,Yellow,41,
12,Chelsea,Liverpool,Ramires,Reckless challenge,Yellow,62,
12,Chelsea,Liverpool,Dirk Kuyt,Reckless challenge,Yellow,64,
12,Chelsea,Liverpool,Branislav Ivanović,Reckless challenge,Yellow,79,
12,Everton,Wolverhampton Wanderers,Karl Henry,Unknown,Yellow,71,
12,Everton,Wolverhampton Wanderers,Stephen Hunt,Dissent,Yellow,72,
12,Everton,Wolverhampton Wanderers,Jamie O'Hara,Dissent,Yellow,84,
12,Everton,Wolverhampton Wanderers,Leighton Baines,Reckless challenge,Yellow,90,1
12,Norwich City,Arsenal,Elliott Bennett,Reckless challenge,Yellow,66,
12,Norwich City,Arsenal,Marc Tierney,Reckless challenge,Yellow,81,
12,Norwich City,Arsenal,Grant Holt,Simulation,Yellow,86,
12,Stoke City,Queens Park Rangers,Andy Wilkinson,Reckless challenge,Yellow,29,
12,Stoke City,Queens Park Rangers,Ryan Shawcross,Reckless challenge,Yellow,43,
12,Stoke City,Queens Park Rangers,Joey Barton,Handball,Yellow,45,1
12,Stoke City,Queens Park Rangers,Rory Delap,Off-ball infraction,Yellow,84,
12,Stoke City,Queens Park Rangers,Ricardo Fuller,Unknown,Yellow,86,
12,Stoke City,Queens Park Rangers,Heiðar Helguson,Off-ball infraction,Yellow,90,
12,Sunderland,Fulham,Lee Cattermole,Reckless challenge,Yellow,28,
12,Sunderland,Fulham,Dickson Etuhu,Reckless challenge,Yellow,36,
12,Swansea City,Manchester United,Patrice Evra,Reckless challenge,Yellow,47,
12,Tottenham Hotspur,Aston Villa,Chris Herd,Reckless challenge,Yellow,44,
12,Tottenham Hotspur,Aston Villa,Stiliyan Petrov,Reckless challenge,Yellow,85,
12,West Bromwich Albion,Bolton Wanderers,Jerome Thomas,Reckless challenge,Yellow,28,
12,Wigan Athletic,Blackburn Rovers,Rubén Rochina,Reckless challenge,Yellow,12,
12,Wigan Athletic,Blackburn Rovers,David Dunn,Off-ball infraction,Yellow,15,
12,Wigan Athletic,Blackburn Rovers,David Dunn,Reckless challenge,Yellow/Red,48,
12,Wigan Athletic,Blackburn Rovers,Jordi Gómez,Reckless challenge,Yellow,54,
12,Wigan Athletic,Blackburn Rovers,Steven N'Zonzi,Reckless challenge,Yellow,69,
12,Wigan Athletic,Blackburn Rovers,Ronnie Stam,Unknown,Yellow,70,
13,Arsenal,Fulham,Bobby Zamora,Dissent,Yellow,28,
13,Arsenal,Fulham,André Santos,Reckless challenge,Yellow,28,
13,Arsenal,Fulham,Dickson Etuhu,Reckless challenge,Yellow,45,1
13,Arsenal,Fulham,Philippe Senderos,Reckless challenge,Yellow,77,
13,Bolton Wanderers,Everton,David Wheater,Serious foul play,Red,19,
13,Bolton Wanderers,Everton,Leon Osman,Off-ball infraction,Yellow,43,
13,Bolton Wanderers,Everton,Nigel Reo-Coker,Unknown,Yellow,58,
13,Chelsea,Wolverhampton Wanderers,David Edwards,Reckless challenge,Yellow,17,
13,Chelsea,Wolverhampton Wanderers,Karl Henry,Reckless challenge,Yellow,35,
13,Chelsea,Wolverhampton Wanderers,John Terry,Delaying restart,Yellow,90,
13,Liverpool,Manchester City,Vincent Kompany,Reckless challenge,Yellow,13,
13,Liverpool,Manchester City,Gareth Barry,Reckless challenge,Yellow,32,
13,Liverpool,Manchester City,Mario Balotelli,Reckless challenge,Yellow,77,
13,Liverpool,Manchester City,Mario Balotelli,Reckless challenge,Yellow/Red,83,
13,Liverpool,Manchester City,James Milner,Reckless challenge,Yellow,86,
13,Liverpool,Manchester City,Andy Carroll,Reckless challenge,Yellow,90,
13,Manchester United,Newcastle United,Hatem Ben Arfa,Dissent,Yellow,27,
13,Manchester United,Newcastle United,Yohan Cabaye,Dissent,Yellow,52,
13,Manchester United,Newcastle United,Fábio,Reckless challenge,Yellow,54,
13,Manchester United,Newcastle United,Jonás Gutiérrez,Reckless challenge,Yellow,65,
13,Manchester United,Newcastle United,Danny Guthrie,Reckless challenge,Yellow,67,
13,Manchester United,Newcastle United,Jonás Gutiérrez,Reckless challenge,Yellow/Red,79,
13,Norwich City,Queens Park Rangers,Kyle Naughton,Reckless challenge,Yellow,87,
13,Sunderland,Wigan Athletic,John O'Shea,Reckless challenge,Yellow,61,
13,Sunderland,Wigan Athletic,Michael Turner,Off-ball infraction,Yellow,71,
13,Sunderland,Wigan Athletic,Jack Colback,Off-ball infraction,Yellow,74,
13,Sunderland,Wigan Athletic,Mohamed Diamé,Off-ball infraction,Yellow,84,
13,Swansea City,Aston Villa,Fabian Delph,Reckless challenge,Yellow,3,
13,Swansea City,Aston Villa,Scott Sinclair,Reckless challenge,Yellow,8,
13,Swansea City,Aston Villa,Alan Hutton,Reckless challenge,Yellow,14,
13,Swansea City,Aston Villa,Richard Dunne,Reckless challenge,Yellow,37,
13,Swansea City,Aston Villa,Jazz Richards,Reckless challenge,Yellow,42,
13,Swansea City,Aston Villa,Garry Monk,Reckless challenge,Yellow,67,
13,Swansea City,Aston Villa,James Collins,Reckless challenge,Yellow,90,3
13,West Bromwich Albion,Tottenham Hotspur,Sandro,Reckless challenge,Yellow,21,
13,West Bromwich Albion,Tottenham Hotspur,Youssouf Mulumbu,Off-ball infraction,Yellow,40,
13,West Bromwich Albion,Tottenham Hotspur,Chris Brunt,Reckless challenge,Yellow,68,
14,Blackburn Rovers,Swansea City,Junior Hoilett,Unknown,Yellow,44,
14,Blackburn Rovers,Swansea City,Joe Allen,Off-ball infraction,Yellow,59,
14,Blackburn Rovers,Swansea City,Joe Allen,Reckless challenge,Yellow/Red,80,
14,Everton,Stoke City,Marc Wilson,Reckless challenge,Yellow,48,
14,Fulham,Liverpool,Moussa Dembélé,Reckless challenge,Yellow,45,
14,Fulham,Liverpool,Clint Dempsey,Off-ball infraction,Yellow,49,
14,Fulham,Liverpool,Craig Bellamy,Off-ball infraction,Yellow,49,
14,Fulham,Liverpool,Philippe Senderos,Reckless challenge,Yellow,59,
14,Fulham,Liverpool,Jay Spearing,Serious foul play,Red,72,
14,Manchester City,Norwich City,Andrew Surman,Reckless challenge,Yellow,24,
14,Newcastle United,Chelsea,David Luiz,Reckless challenge,Yellow,4,
14,Newcastle United,Chelsea,Daniel Sturridge,Unknown,Yellow,85,
14,Newcastle United,Chelsea,Danny Simpson,Dissent,Yellow,86,
14,Newcastle United,Chelsea,Ryan Taylor,Reckless challenge,Yellow,90,4
14,Newcastle United,Chelsea,John Terry,Unknown,Yellow,90,4
14,Queens Park Rangers,West Bromwich Albion,Shane Long,Off-ball infraction,Yellow,31,
14,Queens Park Rangers,West Bromwich Albion,Jerome Thomas,Off-ball infraction,Yellow,44,
14,Queens Park Rangers,West Bromwich Albion,Steven Reid,Off-ball infraction,Yellow,54,
14,Tottenham Hotspur,Bolton Wanderers,Gary Cahill,Professional foul,Red,18,
14,Tottenham Hotspur,Bolton Wanderers,Paul Robinson:1978-12-14,Off-ball infraction,Yellow,44,
14,Tottenham Hotspur,Bolton Wanderers,Dedryck Boyata,Reckless challenge,Yellow,59,
14,Wigan Athletic,Arsenal,Gary Caldwell,Reckless challenge,Yellow,52,
14,Wigan Athletic,Arsenal,Alexandre Song,Off-ball infraction,Yellow,57,
14,Wigan Athletic,Arsenal,Steve Gohouri,Reckless challenge,Yellow,73,
14,Wigan Athletic,Arsenal,Francis Coquelin,Reckless challenge,Yellow,85,
14,Wigan Athletic,Arsenal,Mohamed Diamé,Off-ball infraction,Yellow,88,
14,Wolverhampton Wanderers,Sunderland,Lee Cattermole,Reckless challenge,Yellow,41,
14,Wolverhampton Wanderers,Sunderland,Kieran Richardson,Unknown,Yellow,53,
14,Wolverhampton Wanderers,Sunderland,Ronald Zubar,Reckless challenge,Yellow,61,
14,Wolverhampton Wanderers,Sunderland,Nicklas Bendtner,Reckless challenge,Yellow,86,
14,Wolverhampton Wanderers,Sunderland,Sylvain Ebanks-Blake,Reckless challenge,Yellow,90,5
15,Arsenal,Everton,Mikel Arteta,Reckless challenge,Yellow,15,
15,Arsenal,Everton,Séamus Coleman,Reckless challenge,Yellow,24,
15,Arsenal,Everton,Aaron Ramsey,Off-ball infraction,Yellow,37,
15,Arsenal,Everton,Sylvain Distin,Reckless challenge,Yellow,82,
15,Bolton Wanderers,Aston Villa,Mark Davies,Reckless challenge,Yellow,27,
15,Bolton Wanderers,Aston Villa,Gabriel Agbonlahor,Reckless challenge,Yellow,90,1
15,Bolton Wanderers,Aston Villa,Marc Albrighton,Reckless challenge,Yellow,90,3
15,Chelsea,Manchester City,Raul Meireles,Reckless challenge,Yellow,36,
15,Chelsea,Manchester City,Vincent Kompany,Reckless challenge,Yellow,41,
15,Chelsea,Manchester City,Gaël Clichy,Reckless challenge,Yellow,47,
15,Chelsea,Manchester City,Gaël Clichy,Reckless challenge,Yellow/Red,58,
15,Chelsea,Manchester City,Oriol Romeu,Reckless challenge,Yellow,64,
15,Chelsea,Manchester City,Ramires,Reckless challenge,Yellow,75,
15,Chelsea,Manchester City,Didier Drogba,Reckless challenge,Yellow,78,
15,Liverpool,Queens Park Rangers,Daniel Agger,Reckless challenge,Yellow,22,
15,Liverpool,Queens Park Rangers,Craig Bellamy,Dissent,Yellow,85,
15,Manchester United,Wolverhampton Wanderers,Rio Ferdinand,Reckless challenge,Yellow,90,1
15,Norwich City,Newcastle United,Andrew Crofts,Reckless challenge,Yellow,15,
15,Norwich City,Newcastle United,David Fox,Reckless challenge,Yellow,34,
15,Norwich City,Newcastle United,Shola Ameobi,Dissent,Yellow,40,
15,Norwich City,Newcastle United,Wes Hoolahan,Dissent,Yellow,55,
15,Norwich City,Newcastle United,Dan Gosling,Reckless challenge,Yellow,56,
15,Norwich City,Newcastle United,Dan Gosling,Serious foul play,Red,65,
15,Stoke City,Tottenham Hotspur,Jonathan Woodgate,Reckless challenge,Yellow,29,
15,Stoke City,Tottenham Hotspur,Younes Kaboul,Unknown,Yellow,66,
15,Stoke City,Tottenham Hotspur,Marc Wilson,Delaying restart,Yellow,81,
15,Stoke City,Tottenham Hotspur,Younes Kaboul,Reckless challenge,Yellow/Red,81,
15,Stoke City,Tottenham Hotspur,Scott Parker,Reckless challenge,Yellow,90,1
15,Sunderland,Blackburn Rovers,John O'Shea,Reckless challenge,Yellow,38,
15,Sunderland,Blackburn Rovers,Míchel Salgado,Reckless challenge,Yellow,45,
15,Sunderland,Blackburn Rovers,Stéphane Sessègnon,Reckless challenge,Yellow,61,
15,Sunderland,Blackburn Rovers,Christopher Samba,Dissent,Yellow,90,5
15,Swansea City,Fulham,Philippe Senderos,Reckless challenge,Yellow,82,
15,Swansea City,Fulham,Michel Vorm,Delaying restart,Yellow,86,
15,West Bromwich Albion,Wigan Athletic,Jordi Gómez,Dissent,Yellow,21,
15,West Bromwich Albion,Wigan Athletic,Graham Dorrans,Unknown,Yellow,88,
16,Aston Villa,Liverpool,Charles N'Zogbia,Reckless challenge,Yellow,12,
16,Aston Villa,Liverpool,Charlie Adam,Reckless challenge,Yellow,28,
16,Aston Villa,Liverpool,Craig Bellamy,Reckless challenge,Yellow,30,
16,Blackburn Rovers,West Bromwich Albion,Paul Scharner,Reckless challenge,Yellow,37,
16,Blackburn Rovers,West Bromwich Albion,Morten Gamst Pedersen,Reckless challenge,Yellow,77,
16,Everton,Norwich City,Kyle Naughton,Reckless challenge,Yellow,4,
16,Everton,Norwich City,Philip Neville,Reckless challenge,Yellow,77,
16,Fulham,Bolton Wanderers,Nigel Reo-Coker,Reckless challenge,Yellow,26,
16,Fulham,Bolton Wanderers,Fabrice Muamba,Reckless challenge,Yellow,43,
16,Fulham,Bolton Wanderers,Grétar Steinsson,Reckless challenge,Yellow,63,
16,Fulham,Bolton Wanderers,Danny Murphy,Reckless challenge,Yellow,80,
16,Manchester City,Arsenal,Alexandre Song,Unknown,Yellow,11,
16,Manchester City,Arsenal,Gareth Barry,Reckless challenge,Yellow,38,
16,Manchester City,Arsenal,Laurent Koscielny,Reckless challenge,Yellow,44,
16,Manchester City,Arsenal,Sergio Agüero,Reckless challenge,Yellow,71,
16,Manchester City,Arsenal,Mikel Arteta,Reckless challenge,Yellow,73,
16,Newcastle United,Swansea City,Yohan Cabaye,Reckless challenge,Yellow,62,
16,Newcastle United,Swansea City,Jazz Richards,Dissent,Yellow,84,
16,Queens Park Rangers,Manchester United,Rio Ferdinand,Unknown,Yellow,18,
16,Queens Park Rangers,Manchester United,Daniel Gabbidon,Unknown,Yellow,25,
16,Queens Park Rangers,Manchester United,Phil Jones,Reckless challenge,Yellow,61,
16,Tottenham Hotspur,Sunderland,Benoît Assou-Ekotto,Reckless challenge,Yellow,49,
16,Tottenham Hotspur,Sunderland,Kieran Richardson,Reckless challenge,Yellow,50,
16,Tottenham Hotspur,Sunderland,David Vaughan,Reckless challenge,Yellow,66,
16,Wolverhampton Wanderers,Stoke City,Jonathan Woodgate,Reckless challenge,Yellow,9,
16,Wolverhampton Wanderers,Stoke City,Nenad Milijaš,Reckless challenge,Yellow,50,
16,Wolverhampton Wanderers,Stoke City,Ryan Shawcross,Reckless challenge,Yellow,51,
16,Wolverhampton Wanderers,Stoke City,Dean Whitehead,Reckless challenge,Yellow,63,
16,Wolverhampton Wanderers,Stoke City,Christophe Berra,Reckless challenge,Yellow,67,
17,Aston Villa,Arsenal,Francis Coquelin,Reckless challenge,Yellow,27,
17,Aston Villa,Arsenal,Ciaran Clark,Off-ball infraction,Yellow,38,
17,Aston Villa,Arsenal,Per Mertesacker,Reckless challenge,Yellow,45,
17,Aston Villa,Arsenal,Robin van Persie,Off-ball infraction,Yellow,78,
17,Aston Villa,Arsenal,Alan Hutton,Reckless challenge,Yellow,90,2
17,Aston Villa,Arsenal,Alan Hutton,Reckless challenge,Yellow/Red,90,3
17,Blackburn Rovers,Bolton Wanderers,Mauro Formica,Reckless challenge,Yellow,9,
17,Blackburn Rovers,Bolton Wanderers,Jason Lowe,Reckless challenge,Yellow,12,
17,Blackburn Rovers,Bolton Wanderers,David Dunn,Reckless challenge,Yellow,86,
17,Everton,Swansea City,Ashley Williams,Handball,Yellow,41,
17,Everton,Swansea City,Wayne Routledge,Reckless challenge,Yellow,69,
17,Everton,Swansea City,Magaye Gueye,Reckless challenge,Yellow,76,
17,Fulham,Manchester United,Chris Baird,Reckless challenge,Yellow,63,
17,Manchester City,Stoke City,Micah Richards,Reckless challenge,Yellow,23,
17,Manchester City,Stoke City,Ricardo Fuller,Reckless challenge,Yellow,71,
17,Manchester City,Stoke City,Adam Johnson,Reckless challenge,Yellow,84,
17,Newcastle United,West Bromwich Albion,Fabricio Coloccini,Reckless challenge,Yellow,90,
17,Queens Park Rangers,Sunderland,Stéphane Sessègnon,Reckless challenge,Yellow,68,
17,Queens Park Rangers,Sunderland,Luke Young,Reckless challenge,Yellow,80,
17,Queens Park Rangers,Sunderland,Lee Cattermole,Reckless challenge,Yellow,85,
17,Queens Park Rangers,Sunderland,Alejandro Faurlín,Reckless challenge,Yellow,90,
17,Tottenham Hotspur,Chelsea,Branislav Ivanović,Reckless challenge,Yellow,12,
17,Tottenham Hotspur,Chelsea,Emmanuel Adebayor,Reckless challenge,Yellow,19,
17,Tottenham Hotspur,Chelsea,Ramires,Reckless challenge,Yellow,43,
17,Tottenham Hotspur,Chelsea,Gareth Bale,Reckless challenge,Yellow,70,
17,Wigan Athletic,Liverpool,Gary Caldwell,Reckless challenge,Yellow,66,
17,Wigan Athletic,Liverpool,Glen Johnson,Reckless challenge,Yellow,78,
17,Wigan Athletic,Liverpool,Craig Bellamy,Dissent,Yellow,90,1
17,Wolverhampton Wanderers,Norwich City,Ronald Zubar,Reckless challenge,Yellow,29,
17,Wolverhampton Wanderers,Norwich City,Stephen Hunt,Unknown,Yellow,32,
17,Wolverhampton Wanderers,Norwich City,Kyle Naughton,Reckless challenge,Yellow,38,
17,Wolverhampton Wanderers,Norwich City,Russell Martin,Unknown,Yellow,72,
18,Arsenal,Wolverhampton Wanderers,Roger Johnson,Reckless challenge,Yellow,32,
18,Arsenal,Wolverhampton Wanderers,Thomas Vermaelen,Dissent,Yellow,57,
18,Arsenal,Wolverhampton Wanderers,Alexandre Song,Reckless challenge,Yellow,69,
18,Arsenal,Wolverhampton Wanderers,Adlène Guedioura,Reckless challenge,Yellow,73,
18,Arsenal,Wolverhampton Wanderers,Nenad Milijaš,Serious foul play,Red,75,
18,Arsenal,Wolverhampton Wanderers,Wayne Hennessey,Delaying restart,Yellow,90,2
18,Bolton Wanderers,Newcastle United,Ivan Klasnić,Reckless challenge,Yellow,33,
